Timestamp,Author,Title,Sentence,Category
2024-12-30 16:35:21.466000+00:00,jeremyjuppet,tribuneo:,vérification du google docs de la structure de la table params.,database
2024-12-30 16:35:21.466000+00:00,jeremyjuppet,tribuneo:,mise en place de la structure des bases de données en local et clonage de la bdd kdo4 pour vdpc.,database
2024-12-30 16:35:21.466000+00:00,jeremyjuppet,tribuneo:,listage des tâches prioritaires sur le notion.,front
2024-12-27 16:30:03.112000+00:00,spookiehd,tribuneo:,"travail sur les tâches demandées par jeremy (api, web et app terminés).",front
2024-12-27 16:30:03.112000+00:00,spookiehd,tribuneo:,google docs sur la structure de la table params terminé.,database
2024-12-27 16:30:03.112000+00:00,spookiehd,neofid:,campagne sms et email pompadour.,database
2024-12-27 16:29:14.264000+00:00,emy_lctr,-,gestion appels tribuneo,general
2024-12-27 16:29:14.264000+00:00,emy_lctr,-,aide à la création de compte et à la connexion,general
2024-12-27 16:29:14.264000+00:00,emy_lctr,-,recherche de salons,general
2024-12-27 16:29:14.264000+00:00,emy_lctr,-,relance prospect caramax,general
2024-12-26 16:32:19.433000+00:00,spookiehd,tribuneo:,"travail sur les tâches demandées par jeremy (api et web fait, manque plus qu'app).",front
2024-12-26 16:32:19.433000+00:00,spookiehd,tribuneo:,mise en place d'un google docs pour la structure de la table params qui permettra par la suite d'utilisée les données de cette table pour rendre dynamique les données brutes rendues dans l'application.,front
2024-12-26 16:30:57.814000+00:00,emy_lctr,-,gestion appels tribuneo,general
2024-12-26 16:30:57.814000+00:00,emy_lctr,-,renvoi d'une cliente vers la cci pour plus d'information sur les chèques papiers,general
2024-12-26 16:30:57.814000+00:00,emy_lctr,-,aide à la création de compte et à la connexion,general
2024-12-26 16:30:57.814000+00:00,emy_lctr,-,recherche de salons,general
2024-12-24 16:04:20.199000+00:00,spookiehd,tribuneo:,support pour les consommateurs et commerçants,general
2024-12-24 16:04:20.199000+00:00,spookiehd,tribuneo:,envoi des statistiques à judi et émilie,report
2024-12-24 16:04:20.199000+00:00,spookiehd,tribuneo:,affectation et commencement des tâches à faire pour le reste de la semaine neofid,front
2024-12-24 16:04:20.199000+00:00,spookiehd,tribuneo:,"correction vero moda, de l'erreur de bon",back
2024-12-24 11:32:00.439000+00:00,emy_lctr,-,gestion appels tribuneo,general
2024-12-24 11:32:00.439000+00:00,emy_lctr,-,aide à la création de compte et à la connexion,general
2024-12-24 11:32:00.439000+00:00,emy_lctr,-,recherche de salons,general
2024-12-24 08:28:00.976000+00:00,emy_lctr,:,gestion des appels tribuneo,general
2024-12-24 08:28:00.976000+00:00,emy_lctr,:,aide à la création de compte et à la connexion,general
2024-12-24 08:28:00.976000+00:00,emy_lctr,:,recherche de salons,general
2024-12-24 08:26:28.354000+00:00,jeremyjuppet,tribuneo:,support pour les consommateurs et commerçants,general
2024-12-24 08:26:28.354000+00:00,jeremyjuppet,tribuneo:,création de requêtes pour les statistiques général,front
2024-12-24 08:26:28.354000+00:00,jeremyjuppet,tribuneo:,installation des outils et connexion aux serveurs neofid et grid,front
